mfcc_mean_0,mfcc_std_0,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,delta_mean_0,delta_std_0,delta_mean_1,delta_std_1,delta_mean_2,delta_std_2,delta_mean_3,delta_std_3,delta_mean_4,delta_std_4,delta_mean_5,delta_std_5,delta_mean_6,delta_std_6,delta_mean_7,delta_std_7,delta_mean_8,delta_std_8,delta_mean_9,delta_std_9,delta_mean_10,delta_std_10,delta_mean_11,delta_std_11,delta_mean_12,delta_std_12,delta2_mean_0,delta2_std_0,delta2_mean_1,delta2_std_1,delta2_mean_2,delta2_std_2,delta2_mean_3,delta2_std_3,delta2_mean_4,delta2_std_4,delta2_mean_5,delta2_std_5,delta2_mean_6,delta2_std_6,delta2_mean_7,delta2_std_7,delta2_mean_8,delta2_std_8,delta2_mean_9,delta2_std_9,delta2_mean_10,delta2_std_10,delta2_mean_11,delta2_std_11,delta2_mean_12,delta2_std_12,zcr_mean,zcr_std,centroid_mean,centroid_std,chroma_mean_0,chroma_std_0,chroma_mean_1,chroma_std_1,chroma_mean_2,chroma_std_2,chroma_mean_3,chroma_std_3,chroma_mean_4,chroma_std_4,chroma_mean_5,chroma_std_5,chroma_mean_6,chroma_std_6,chroma_mean_7,chroma_std_7,chroma_mean_8,chroma_std_8,chroma_mean_9,chroma_std_9,chroma_mean_10,chroma_std_10,chroma_mean_11,chroma_std_11,contrast_mean_0,contrast_std_0,contrast_mean_1,contrast_std_1,contrast_mean_2,contrast_std_2,contrast_mean_3,contrast_std_3,contrast_mean_4,contrast_std_4,contrast_mean_5,contrast_std_5,contrast_mean_6,contrast_std_6,rms_mean,rms_std,accent,file
-272.6151,142.56093,61.99735,76.02202,4.656161,35.3393,40.75446,39.190456,-19.097324,25.626438,-21.461786,23.062986,-17.1335,20.378431,-4.430954,17.76355,-2.1978445,14.460517,-7.4051604,16.709347,-8.229471,13.097616,-4.7350903,11.372648,2.9163768,13.020495,0.009083434,20.725119,4.7893194e-05,15.386778,-0.008926425,7.1466846,0.0036164322,6.710111,0.009165114,4.9837666,-0.002411134,4.1605268,-0.0077799647,3.829252,0.004940099,3.6285503,0.008265705,2.7383533,-0.004079569,2.9875069,-0.0029699402,2.1516962,0.006079944,2.1199942,0.004237897,2.5518682,0.007347443,10.129526,0.00012481281,9.878475,-0.0068436633,4.730598,0.0030475408,3.8224812,0.007108684,2.6919954,-0.0018037716,2.6489804,-0.0059264153,2.574943,0.003972005,2.3364937,0.00646955,1.7217171,-0.0030812796,1.9202921,-0.0017758835,1.3871542,0.0048174704,1.4546843,0.0030620531,1.6406875,0.18822818822254336,0.15306642577778698,2107.082580190054,1289.2450058923785,0.439463,0.3346331,0.30575016,0.28228033,0.32754225,0.3115418,0.32100677,0.31726032,0.24940306,0.24675943,0.34634125,0.31033233,0.41421315,0.3201863,0.2974536,0.27467757,0.29625478,0.3116457,0.34785703,0.33352056,0.4145394,0.3361922,0.50438946,0.33863035,22.724429131538113,5.237079357770556,16.646371422177328,5.528637951066455,20.127736453051572,5.488936146949442,22.20967442974324,5.51972338099221,20.125219886017373,5.001096333508104,25.576778479746697,7.418847392190183,51.781780780248184,5.180112308322415,0.074704416,0.059344262,American English,english223.mp3
-268.5309,111.80638,73.65704,54.78363,-5.6834364,32.799934,26.725082,27.431232,7.8420305,21.821932,-11.855434,20.574207,-19.58563,16.528326,-21.386333,19.335482,-10.940983,14.22232,3.3797224,13.782876,-8.162458,12.95796,2.097199,11.051459,-8.620558,11.060391,0.089010626,17.089403,0.047511373,10.92162,-0.014500391,6.4057064,0.029637221,5.2772865,0.016404014,4.108677,-0.006269388,3.962063,-0.02411953,2.8215866,-0.008413907,3.270718,-0.002533693,2.4015408,-0.014815694,2.6273873,-0.005427794,2.2806177,-0.008559535,2.0977924,0.005491014,2.1145346,-0.08794128,9.979997,-0.029219098,7.4702444,-0.0057463204,4.507707,-0.025856765,2.9267328,-0.0067139147,2.436947,0.0152820265,2.5428932,0.01216206,1.8668439,0.0038846668,2.0604258,0.017050266,1.5971547,0.022075962,1.7733676,0.0032633133,1.5023308,0.010160378,1.4913063,0.009002411,1.3196856,0.1824627311862245,0.1350183169732986,2040.213296336124,1068.4152411867647,0.37652934,0.305107,0.36447877,0.28936452,0.3421264,0.26891705,0.38969934,0.2912334,0.4600249,0.29494345,0.48577282,0.3216441,0.42697507,0.3105052,0.40394527,0.30478355,0.3995625,0.29503396,0.47077605,0.33210117,0.47465384,0.33080253,0.40534344,0.3288122,22.617054983445684,6.198748787113206,15.191622315360929,5.833505979789086,18.57227137494884,5.934585007732694,18.929014196552174,4.925726255102333,18.768411210626912,4.299130945346843,22.149557824569342,7.523065061960218,58.22467815436612,5.1372215834056725,0.062153712,0.06677629,British English,english225.mp3
-230.89403,98.36359,81.91285,55.05967,-0.9008751,31.398075,28.733713,28.516565,-5.4996705,20.262854,-5.8227496,17.02496,-26.43694,17.597816,-5.809465,14.270895,-16.041845,15.077013,-2.6065943,11.452125,-5.3879566,9.546323,0.8896276,9.586836,-9.3162155,11.46094,0.16056906,15.477962,-0.004331963,11.1769285,-0.017192513,5.9804335,-0.0094799,5.1353025,-0.020315807,3.997854,0.019246224,3.357082,-0.029887807,3.0681453,-0.0077044987,2.5506155,-0.013581437,2.8490608,0.015685793,2.0817935,-0.040781677,1.7203839,-0.011452218,1.6762792,-0.013023193,2.135747,-0.08822603,9.262754,-0.050868925,8.173808,-0.0005740319,4.235352,0.0033351958,3.2458234,0.007235428,2.4561646,0.0017542975,2.3836894,0.02464235,2.0930614,0.01943608,1.788433,0.004103692,1.7430767,0.00082967494,1.399582,0.005127197,1.1142626,0.008862764,1.2087301,0.005494308,1.3573171,0.16617468105440966,0.12205149159782934,1866.2216995444983,1012.5807001044786,0.45197958,0.33810472,0.44219726,0.31592745,0.4338313,0.31630027,0.3899477,0.3021789,0.35828638,0.31532526,0.29862615,0.2845411,0.26319498,0.2635732,0.25401738,0.24339296,0.3084449,0.27857894,0.38792044,0.33336884,0.41649258,0.34657887,0.42803517,0.34552076,23.691941703170137,6.409155550879872,15.963887104339419,6.215040102023409,19.068475711554846,6.350995732819105,17.41797683631244,4.406284345608632,19.872987500674327,5.185036766373337,21.510766889428016,6.144955260713434,55.64047578078114,5.6677929503802895,0.083382644,0.07102976,British English,english226.mp3
-246.5597,94.99701,72.09228,56.326626,-6.9751344,38.898582,22.414415,26.080624,-3.1749573,15.685236,-14.557879,22.671772,-16.842815,15.357352,-2.4067388,16.202162,-10.204992,12.070157,-5.3690724,11.638222,-3.9274237,8.874666,-2.935825,10.260555,-5.767968,7.8055515,0.098140575,15.675596,-0.08899919,11.859264,-0.056953285,8.409356,0.03320211,5.076727,-7.536258e-05,3.00106,-0.013139728,4.4567513,-0.020506106,2.6407115,0.009456641,2.9506812,-0.012547809,2.1835742,0.0012020717,2.3175647,-0.00883026,1.7207528,-0.014997118,2.0320916,-0.015147255,1.5233754,-0.09681115,8.82634,0.05462548,7.668329,0.009417599,5.237906,-0.026600687,2.9088202,0.020066278,1.768666,0.0085144425,2.676111,0.011852735,1.7778555,-0.0045976057,1.7289158,0.005089647,1.4243659,-0.009564415,1.5294098,0.0048595173,1.1851008,0.002522879,1.3522561,0.007087829,1.0189826,0.18743252261289445,0.1498369569949731,2083.562678064123,1208.6553778994373,0.33318284,0.307327,0.31392264,0.28199866,0.357124,0.30766907,0.3707129,0.31774387,0.35281965,0.31602657,0.33485633,0.30365542,0.2923378,0.26001352,0.35081524,0.30078042,0.37528145,0.2964147,0.4192473,0.3132881,0.4265854,0.37124422,0.39314422,0.37283507,20.167670692845324,6.301702589059138,16.908214541072507,6.784016023928772,19.765507538734543,6.8303095719277405,18.687571746539497,5.380384557016468,20.0606840587955,5.492063442024473,22.272732394808514,6.948421138422037,58.174928917999715,5.03273013724917,0.07025028,0.062068887,British English,english227.mp3
-224.23477,64.63521,109.17721,47.081074,-4.1694555,32.673496,29.757267,24.316402,-6.3595204,14.79754,-12.792969,20.693361,-17.335518,13.754347,3.0545511,12.354521,-7.9155755,11.485519,1.5351927,9.454926,-3.9530187,8.332724,-7.999634,9.71935,-6.651267,7.425331,0.2587686,10.538528,0.14954957,9.482639,0.026035242,6.938012,0.044596355,5.144511,0.0073630237,2.993775,0.0044055847,3.928745,0.018988775,2.6693258,0.013443986,2.4139154,-0.016652482,2.1328475,-0.005934197,1.7371964,-0.025119653,1.6065899,-0.008073708,1.8010402,-0.015608787,1.3083855,-0.036475837,6.2342815,-0.04355891,6.474516,-0.0145357065,4.665683,0.008139849,2.9770114,0.0050966567,1.9248497,0.0063136956,2.7655547,0.001969808,1.7171125,0.0041118693,1.5912,0.015427375,1.2713939,0.010049541,1.2356802,0.003167833,1.0823269,0.0025706808,1.2039462,0.004911055,0.8908636,0.13548396183894232,0.10254315002411722,1658.9695467827237,994.8398032220546,0.32670397,0.32357317,0.2878837,0.268053,0.34885275,0.3257789,0.35639647,0.344459,0.3179175,0.29882324,0.33462223,0.2999001,0.3970354,0.33234018,0.4486171,0.34664416,0.3979999,0.33246598,0.3775072,0.33063918,0.35682473,0.34049356,0.32299137,0.30264574,22.601154133086307,6.141537014116693,16.86883404835158,5.4662493770048295,19.648161444280042,6.268376901360927,19.302945201071445,5.261679734761007,18.59751927641928,4.003170527326423,23.84253831707863,6.061539267692562,57.02956983891259,5.000870030077896,0.07254812,0.051320698,British English,english228.mp3
-169.35803,101.36384,67.157715,51.28028,5.785793,31.13012,37.947536,27.573807,1.553525,19.463753,5.1014824,16.687347,-5.6488833,13.849936,6.0327034,15.078404,2.0961814,11.399911,2.0491292,11.745223,-0.031143853,8.680644,9.805962,9.094352,-3.4777536,10.402023,0.31438845,15.410741,0.12615182,9.693068,0.023361726,6.1919417,0.05102205,5.282083,0.017077388,3.9341173,0.040822443,3.1425397,0.02731678,2.5103636,0.04240975,2.6738093,0.023729512,2.1616347,0.021540718,2.224955,0.012397712,1.667517,0.019390497,1.7321554,0.017649334,2.069049,0.005753568,10.039743,0.00683814,7.019896,0.0091966465,4.6650968,0.006895281,3.5113757,0.01116245,2.4855173,0.013751731,2.2343943,0.0010962096,1.8227451,0.0030637062,1.7979422,0.0057491483,1.6041613,0.0065900777,1.4530027,0.00053801615,1.2164549,-0.0036783465,1.2452908,0.0046612774,1.466354,0.14542874916592527,0.11372087070741436,2131.423621038227,1032.6026496166453,0.47222444,0.32180852,0.4327394,0.29241785,0.40221703,0.28590882,0.37062356,0.28247753,0.4003664,0.29730713,0.40413746,0.31629238,0.3497506,0.29010624,0.34915888,0.28250805,0.3707484,0.28080046,0.42248976,0.30437374,0.48308197,0.34504634,0.49008885,0.35195428,17.8954657960072,4.227131249362899,14.89472184418063,5.152007052334225,17.745972984147855,5.189465883796782,15.639123754342572,3.5872375938579024,16.91252923702247,3.2348928530035788,18.972862399492527,4.118855009087195,52.84755064641254,4.544518303843325,0.09157762,0.05802196,American English,english229.mp3
-297.93988,106.96364,80.96636,50.530056,-1.2869526,21.239855,16.953333,24.27296,15.612857,17.111582,-6.795925,13.773651,-16.719612,16.950607,0.4169104,13.749585,-11.689958,11.01644,-6.6537943,13.242756,0.37020707,9.225154,0.40901268,8.817295,-6.459667,10.996067,6.906211e-05,17.252344,9.770547e-05,9.532473,9.7386e-05,4.139976,9.681569e-05,4.4338846,9.604896e-05,3.1286168,9.5088195e-05,2.7589405,9.3899056e-05,2.9488568,9.250996e-05,2.3410735,9.0918526e-05,1.9290618,8.912477e-05,2.4471354,8.7140514e-05,1.5942292,8.497285e-05,1.6487074,8.263127e-05,2.0818071,0.0005841575,9.589882,0.00082555687,6.488654,0.0008235093,2.8316653,0.0008201126,2.4040053,0.00081538205,1.9102534,0.00080934813,1.7877308,0.0008019774,1.8898216,0.00079332804,1.5697592,0.00078340113,1.3276091,0.0007722301,1.5154738,0.0007598234,1.0198303,0.00074623537,1.0896851,0.0007314803,1.3103393,0.14393271169354838,0.12680811532062264,1805.0077193773893,1007.2458761574937,0.3707635,0.31011128,0.34397477,0.30055305,0.3539556,0.31584004,0.39454162,0.3348697,0.40614244,0.32989076,0.35297844,0.2861794,0.33669233,0.28888375,0.3546969,0.30960777,0.44787407,0.3343445,0.5405147,0.347338,0.49035487,0.3248242,0.42713228,0.33085147,19.586369523382047,6.238651297651839,16.111495325234188,5.794358040607495,19.196707684685915,6.022068348390035,16.547570387608747,3.652991467862646,19.55006471597389,3.6041597999662254,16.389552846161145,2.3146319911871243,51.912155631366225,5.1099960221898115,0.038722493,0.04096547,American English,english23.mp3
-192.21858,127.45573,65.35625,56.30355,5.6865478,33.617104,25.552813,27.508266,7.5324306,20.47584,-10.029053,20.075884,4.596848,13.680821,-9.847289,16.426558,-2.9343386,11.762659,-2.854312,13.201152,-9.080045,11.774114,-2.5250576,9.094321,-3.675444,10.79026,0.07952337,19.540125,-0.024923839,11.455046,0.0049094143,6.8593726,-0.045110844,5.1925445,0.016576877,4.15093,-0.006396733,3.960517,-0.0036670687,2.7525518,0.006340336,2.8800387,0.01597697,2.2580814,0.006054093,2.4785843,0.0016872016,2.176418,-0.010052113,1.6968971,0.004823578,2.0172832,-0.03070126,11.245836,0.0031977023,7.8248606,-0.007931482,4.8315134,0.010702171,3.2974508,-0.0040208856,2.5670197,0.003675347,2.7781413,0.0018062065,1.9065503,-0.00094581774,2.020815,-0.002508042,1.6607846,-0.001957938,1.516545,0.0017580175,1.440781,0.0044966796,1.1597975,0.0016906012,1.3657186,0.18295733040316642,0.13996001810724776,2296.2623001384154,1181.7559427685942,0.38600147,0.29021144,0.3641754,0.2898981,0.3538238,0.29017594,0.34739557,0.27236876,0.38097307,0.28956252,0.40459478,0.2857099,0.4128248,0.30588177,0.4418307,0.3292077,0.49286473,0.3235942,0.54182374,0.33450466,0.54261726,0.32993338,0.48109743,0.3080883,19.97274939028536,6.203145034675556,14.388121429812252,5.333342200285785,17.157759045765832,4.833410295880533,15.825427140102768,3.808215335155837,17.038377625179756,2.739122838444128,18.16167090857061,3.8660456289220857,51.63268011078682,4.291291341063975,0.09051624,0.067721,Australian English,english230.mp3
-279.64893,114.67685,52.581306,87.246956,11.358797,37.188164,42.294865,39.325645,12.361345,20.06363,10.689102,19.43531,-18.031572,21.79132,0.5297558,16.386728,6.116441,14.931114,-2.5839636,16.991434,4.7229977,12.032846,-0.098166786,11.550844,-3.8919406,14.4158535,-0.08848265,17.290222,0.0068630907,17.335995,-0.073390335,7.322109,-0.008312706,7.1132407,-0.00047251914,3.9750261,-0.024392162,3.8842018,-4.140536e-05,3.9606302,-0.013108982,3.2686884,0.00217476,2.8225822,-0.01566052,3.0559716,-0.00063755614,2.2953632,-0.01491404,2.324189,0.0008862333,2.7356908,-0.032369018,9.754578,0.12749164,12.790317,-0.022721924,5.8241296,0.027581783,4.0145774,0.026171805,2.6518192,-0.010546488,2.716952,0.019672044,2.4912822,0.0012767009,2.0696485,0.01422437,1.963706,-0.007953344,2.345015,0.018076373,1.5560243,-0.007841578,1.4793508,0.016627034,1.9448048,0.16156005859375,0.15110889533577984,2018.799287780542,1471.8821952000173,0.3286365,0.29556292,0.34485984,0.28708076,0.38888222,0.28658038,0.43627274,0.3314784,0.4445234,0.3144219,0.48079714,0.32645658,0.50124454,0.32779902,0.49878374,0.3342296,0.45867306,0.32849032,0.42235994,0.3245236,0.40684503,0.32316494,0.34993058,0.30687806,22.343043389039874,6.629274682630751,14.270595003091337,5.106440266266158,19.328298037391917,6.3154928676234325,20.440973672909912,6.7122569322229335,22.10645777125008,6.343268140273583,25.547705048437145,8.844911171723291,48.69329652791224,7.492815132733999,0.054186564,0.043372504,American English,english231.mp3
-185.34178,56.775814,94.51616,53.610176,30.676085,36.47378,28.393225,28.912014,-8.024322,21.106035,3.7355137,15.973608,0.4298984,13.879645,-9.083946,15.554713,-10.389576,12.509758,1.0235351,10.632366,-8.496623,10.679941,1.8591397,10.10513,-4.959188,8.484022,0.20526345,10.080443,0.1285615,10.841999,0.0065373573,7.2973504,0.007595219,5.3676147,0.0189942,4.2800994,0.02115428,2.9643939,-0.013462097,2.7106483,-0.012701898,3.0334935,-0.0050118994,2.2864966,-0.003742575,1.9191663,-0.020687435,2.0302975,-0.028984396,1.9640874,-0.022553701,1.5949773,-0.17585237,6.3190746,-0.028384011,7.1393814,0.014492821,4.5425572,0.010319757,3.2853909,0.018327799,2.9265964,0.0021707765,1.9059496,-0.0059122187,1.6786926,0.0033133598,1.8050739,0.00057859265,1.5393798,0.00030432633,1.272032,0.022505548,1.3092229,0.0019450356,1.2248155,0.013518666,1.0377163,0.14233004662298387,0.13792680428999,1761.640448515248,1247.2433265161742,0.27385765,0.306377,0.24499787,0.27945614,0.30758518,0.3364688,0.29474172,0.31438932,0.31671235,0.30952284,0.39436036,0.34627077,0.40250042,0.3422586,0.39214754,0.33911002,0.39723277,0.35256127,0.38137868,0.35058707,0.34002104,0.34298018,0.31517196,0.3415814,18.95725994720724,6.44878521912809,17.83292433436417,6.268632461617086,20.44212319429123,6.6427603434615285,19.630763850659246,5.1859025113595525,20.613803348152388,4.896865310675257,23.295244071343834,6.517223109972651,52.23142885288114,5.193795958784804,0.1370147,0.08348772,American English,english232.mp3
-245.58841,74.404305,117.55569,42.487,4.9473763,37.175743,36.36861,30.98858,-6.880521,22.857687,-6.3055587,16.605373,5.41112,12.421991,-9.225388,11.350731,-8.85378,12.012932,-4.152811,8.487044,-1.7639713,8.055569,-1.9948134,8.857224,-1.8973517,6.5587554,0.06745201,13.624203,0.042873114,8.387007,-0.021105887,7.6403465,-0.018463,5.734292,-0.016014853,4.4701076,-0.018175414,2.8614483,-0.0046823146,2.2079663,-0.0063335462,2.2178223,-0.01084444,2.1680915,-0.008606949,1.4533383,-0.013382067,1.5004853,-0.0127399685,1.7466745,-0.0019577302,1.2426805,0.015598947,7.606375,0.014989328,5.5654073,-0.006890316,4.946338,-0.010684887,3.440392,0.0026031598,2.6555958,0.00031030498,1.9746085,0.00034301553,1.3582971,0.00336744,1.4131547,-0.0023244072,1.2966979,-0.007194035,1.126335,-0.009717115,1.121061,-0.008676408,1.1935847,-0.0067256503,0.835143,0.0840114107067953,0.06218358139219057,1250.741245596253,707.2915346883564,0.40424126,0.36139196,0.2538781,0.275957,0.1816388,0.22708863,0.21846485,0.28814355,0.21558954,0.2874458,0.20226341,0.26064882,0.24291272,0.28930655,0.3311833,0.3154278,0.45025927,0.37034807,0.42235896,0.34221795,0.39879403,0.35342515,0.4277746,0.3666909,16.670379111445115,4.246601186083983,20.14893886025187,5.965238933562132,21.885473196116624,5.48840505002367,18.847909702728302,4.330334709786184,18.58127507008391,3.334580781162372,19.927613877311693,3.176417925440931,49.539132094445094,4.586200690698133,0.11315411,0.08662185,Canadian English,english233.mp3
-173.59293,67.924355,63.1991,45.043556,4.029251,25.533802,27.967562,24.642967,-6.8939137,19.890789,2.7328825,17.89727,-1.8645451,13.077685,0.62104565,13.387045,-5.9495792,13.054401,-0.4171447,10.3823185,-3.8467307,7.4618034,6.247193,8.606646,-0.77603734,7.221352,-0.0069744373,10.808546,-0.008898957,9.3719,0.009764394,5.164187,-0.0032334807,4.377199,0.0018981424,3.8570762,-0.0040186183,3.7062397,0.00675335,2.147052,0.00710535,2.2810452,0.0026224938,2.389994,-0.0013291105,1.8746346,-0.0060681743,1.4000608,-0.00061222864,1.6332147,0.005154237,1.337003,-0.008224924,6.7810698,0.0051204516,6.702921,0.008354703,3.7588894,0.0031080612,2.5687346,0.0040085353,2.2112808,0.0056374036,2.6302972,-0.004053522,1.4879559,-0.0009457712,1.531255,0.008164278,1.6410003,0.0014107085,1.1922865,0.007841769,0.86597043,0.0026779529,1.0573562,0.0014484203,0.892721,0.15473025690310846,0.10596362587625606,2194.0226212082175,866.5246196860013,0.5717873,0.27507278,0.51603305,0.2767555,0.49793884,0.28540078,0.43418786,0.26401392,0.46916848,0.26659432,0.4603589,0.27731404,0.3697884,0.24862441,0.36849684,0.25604418,0.42001548,0.27237964,0.51128376,0.29769477,0.5257443,0.2967395,0.6136622,0.33116767,19.34246133160066,4.332443587835285,14.163367878058681,3.8988550420379267,16.280573719049695,3.63720870733789,16.44197790991732,3.0581088620763888,16.82404529895699,2.840097071106808,17.575194467417216,3.3550441621567755,53.639895043080216,4.041626915779061,0.06552564,0.042899027,American English,english234.mp3
-249.50137,81.8663,67.93863,48.31042,4.173185,35.01971,29.741655,27.998592,-3.922047,20.114363,-31.223238,22.10272,-21.291706,15.6455,1.3330717,13.266847,-4.401497,15.485043,-3.5598826,9.861816,-2.9862988,9.739327,-6.3232636,11.163662,-12.57204,8.221225,0.0105058765,13.329472,-0.0010853952,9.504191,0.0038169916,7.128374,0.0072816927,4.798969,0.0013327382,4.277915,0.008686416,3.7641683,0.0020209155,2.845987,0.0020696088,2.4903204,-0.00055227417,2.9256217,0.00041683135,1.8613194,-0.0016348094,1.765209,-0.0033067372,2.0607207,0.0010792566,1.450685,-0.017499486,7.97523,-0.0036344961,6.2014027,0.0035437127,4.507002,0.005560765,2.905444,0.0066185826,2.7444606,-0.003777773,2.4156442,-0.0076143723,1.8080055,-0.00097332196,1.649338,0.0029531491,1.7746089,0.0022771163,1.2489364,-0.0028533298,1.1096447,0.0054837116,1.3447105,0.0014805786,1.0145677,0.18631192664826968,0.14153686457667605,2110.485156919419,1174.1802725739594,0.3005195,0.3234898,0.27036873,0.2987471,0.2793604,0.31670737,0.2457061,0.27879605,0.26530927,0.27842495,0.32987833,0.32451868,0.39056796,0.35013244,0.40883598,0.35735658,0.37529483,0.31742254,0.38853836,0.33928993,0.3402191,0.32739818,0.30652398,0.31412148,20.56446713865453,5.917382948672795,18.053885362325843,6.158308793859892,20.829483907343857,6.4046831617246704,19.8605352147978,5.76212886127281,19.806543233373734,4.794121226611879,18.526338974562783,3.511736479786697,51.619458300143386,3.7278160405362875,0.072920404,0.055749685,American English,english235.mp3
-173.53342,41.047585,106.69912,34.744022,-7.147637,22.052603,12.776164,21.946795,-7.6949215,14.226149,5.191214,10.160814,-16.273966,10.130501,-8.222539,12.783797,-12.095115,8.4833555,-3.2879894,10.713121,-1.5494978,7.454417,-1.3909607,6.389961,-7.801384,6.521631,0.01859922,6.8725386,-0.00039800798,7.26768,0.011309195,4.693827,-0.012920151,4.091434,-0.0063979076,2.6613252,0.0024397196,2.1488419,-0.0028103539,2.0620434,-0.008348746,2.4139555,-0.0034202952,1.5844966,0.0065738237,1.9064693,0.00051171955,1.2830445,-0.003781768,1.2655299,-0.015214784,1.2499088,-0.018609488,4.3741727,0.00088006665,4.8134933,-0.000501167,2.97882,-0.009908999,2.5074062,0.0014965431,1.577306,0.0014420222,1.364285,-0.0004628197,1.2275058,0.008379167,1.6993748,0.0027992022,1.003155,-0.0012648912,1.2019627,-0.0046394523,0.89111865,0.0026483955,0.8044145,0.0015560382,0.85882443,0.1372411502814441,0.0822625313812531,1709.1198123250072,762.4498068293677,0.43459088,0.2702499,0.428585,0.27222216,0.41660428,0.2623629,0.4261629,0.26986793,0.43458387,0.29087457,0.4350166,0.2833785,0.43174818,0.27079806,0.456912,0.296526,0.45762545,0.28337112,0.4797813,0.29438207,0.5393115,0.32360637,0.46719858,0.2856926,21.123988228563686,4.709224489320664,13.641397045293122,3.8705483644728367,16.784200213572916,4.007069607566934,15.081689189091545,2.755240414993592,16.959739945911924,2.2457453868475077,17.73147077093261,2.266379472542636,53.99268365831991,3.783244737326679,0.056164548,0.0381257,American English,english236.mp3
-263.46082,83.74634,113.320145,45.7595,-5.170527,36.23103,5.8117104,29.609266,-8.063709,18.889687,-5.907448,14.95955,-20.22823,14.950441,-12.924274,13.072322,-15.517898,14.801045,-6.2200985,10.670021,-1.8513565,8.916933,-7.9311056,10.735762,-1.1775359,8.267788,-0.030814191,13.878473,-0.0021332882,8.903831,0.023837537,7.371165,-0.01168317,5.592046,-0.023628984,3.8066351,-0.011672172,2.8025796,-0.0035178256,2.5213888,-0.0053901477,2.0892165,-0.0115170805,2.4363542,0.00086902303,1.9508668,0.005076242,1.7642611,-0.010580918,2.084005,-0.012677837,1.4871953,-0.0064074234,8.342807,-0.0069035925,5.872181,-0.0048679304,4.76859,-0.00091160357,3.2319782,0.001403361,2.4594116,-0.004961798,1.8879001,-0.00537342,1.8600492,-0.0005588849,1.4090508,-0.0020513616,1.5122834,-0.0017853924,1.3668342,0.000520249,1.2310581,0.00083795097,1.3764594,0.0017272263,0.9500801,0.11841859208776596,0.08674590661827898,1446.9441830087942,830.5487415291263,0.46602654,0.33459574,0.37582442,0.30859852,0.32725623,0.305162,0.31223968,0.30569965,0.2171941,0.23153432,0.21138717,0.23124984,0.28015056,0.2899291,0.24917613,0.2621486,0.2846749,0.2996977,0.32951745,0.30253103,0.4955193,0.3944656,0.5091121,0.34119117,16.726040504442402,5.5138788540669985,17.752921295573366,5.602205894380475,21.270000249337688,6.2117448294336315,16.82910532869688,4.222121587421978,19.29080642719227,4.4118523299939385,18.932694957988378,3.40629987273186,50.158928599384744,4.541121334455302,0.08827443,0.078858905,American English,english237.mp3
-196.8489,55.610954,127.27078,37.09706,21.116901,33.28938,29.590595,28.1694,2.3171008,23.617693,14.448943,11.677494,-2.7382243,13.98402,-0.83097947,10.413808,2.5178082,11.663386,-2.4591668,8.22489,-0.42563358,9.012528,2.9081168,11.162673,2.7160501,7.7802167,0.17952862,10.759244,-0.107783906,7.246379,0.0014479071,7.030385,0.10429613,4.930534,-0.077656515,4.9860563,0.010485171,2.1342566,0.008700987,2.6759052,-0.04025398,1.9795152,-0.020249587,2.1874018,-0.026456311,1.408282,-0.012540744,1.5899029,-0.025613872,2.0852544,-0.004167232,1.4608482,0.00044956405,7.6779156,-0.044251017,4.8009033,0.012250968,5.0403056,-0.01052919,3.1633766,-0.0063344818,3.592815,-0.012016772,1.4011427,0.016398655,1.8827585,-0.019220533,1.4405326,0.018536212,1.4510285,0.004271864,1.0925989,-0.0107542565,1.2132528,0.0051088906,1.591982,-0.017375737,1.0459727,0.0553259570983677,0.035639232389343585,1123.6516305311075,626.7607315536331,0.28539577,0.2874192,0.22068194,0.25806442,0.18276371,0.20852229,0.20022261,0.21288474,0.23812355,0.22998826,0.32798174,0.32144916,0.38199025,0.33632112,0.38295192,0.34024364,0.38524038,0.3312983,0.3707602,0.29462537,0.55559903,0.3936938,0.4159922,0.32315248,20.55313666814797,4.405623334362851,17.74602762777409,4.954897993326527,22.796803688064752,4.636868182467557,18.44210120481695,3.3461124050348716,20.535231997945978,3.8072584397631655,22.378759501561962,5.118961601509546,52.35143367046817,4.38400747747532,0.12603833,0.055822063,Canadian English,english238.mp3
